ukcode,jycode,inputcode,chabbr
1116145,78386,HNGF,300669,沪宁股份
1116146,61467,DYZN,300670,大烨智能
1116148,61398,NCL,002879,Ｎ 长 缆
1116149,61421,NLX,002884,Ｎ 凌 霄
1116150,126344,NPD,300673,Ｎ 佩 蒂
1116151,78385,NGKW,300672,Ｎ国科微
1116152,64858,NHD,300676,Ｎ 华 大
1116153,49873,NJLY,002882,Ｎ金龙羽
1116154,51688,NJKY,300675,Ｎ建科院
1116155,72865,NHW,002888,Ｎ 惠 威
1116156,76667,NYK,300677,Ｎ 英 科
1116157,65451,NLS,300680,Ｎ 隆 盛
1116158,75158,NYBE,300681,Ｎ英搏尔
1116159,45127,NZK,300678,Ｎ 中 科
1116162,41927,NLX,300682,Ｎ 朗 新
1116163,65447,NLY,002887,Ｎ 绿 茵
1116164,63492,NAD,300685,Ｎ 艾 德
1116165,66349,NHY,002890,Ｎ 弘 宇
1116166,82538,NSY,300687,Ｎ 赛 意
1116167,40168,NZDL,300686,Ｎ智动力
1116168,65449,NSY,300690,Ｎ 双 一
1116169,81844,NHT,300683,Ｎ 海 特
1116170,83986,NCT,300689,Ｎ 澄 天
1116171,76665,NHM,300688,Ｎ 黑 马
1245624,2948,NFJP,160105,南方积配
1245625,2937,BSZT,160505,博时主题
1245626,2963,ZYZG,163801,中银中国
1245627,3025,GFXP,162703,广发小盘
1245628,3056,JSDY,162605,景顺鼎益
1245629,3099,RTJC,161607,融通巨潮
1245630,29905,WJYX,161903,万家优选
1245631,3306,NFGZ,160106,南方高增
1245632,3680,ZSCZ,161706,招商成长
1245633,3644,XQQS,163402,兴全趋势
1245634,3643,FGTHA,161005,富国天惠A
1245635,3903,JSZY,162607,景顺资源
1245636,4082,YFDSYLLETF,159901,易方达深100ETF
1245637,4177,TDXL,162207,泰达效率
1245638,4312,HXZXBETF,159902,华夏中小板ETF
1245639,4370,PHJZ,160607,鹏华价值
1245640,4996,CSTZ,160805,长盛同智
1245641,4905,PHDL,160610,鹏华动力
1245642,4994,ZOXQSA,166001,中欧新趋势A
1245643,5189,CCJF,162006,长城久富
1245644,5464,HXLC,160311,华夏蓝筹
1245645,3488,DMZY,163302,大摩资源
1245646,5467,RTLX,161610,融通领先
1245647,5473,PHZL,160611,鹏华治理
1245648,3779,TZHX,163503,天治核心
1245650,5587,DCCX,160910,大成创新
1245651,6407,HXHY,160314,华夏行业
1245653,7290,PHCX,160613,鹏华创新
1245654,7447,FGTF,161010,富国天丰
1245655,7959,PHSLL,160615,鹏华300
1245658,8849,YHNX,161810,银华内需
1245659,22303,NFWLLETFLJA,160119,南方500ETF联接A
1245660,9494,GTRHXK,150008,国投瑞和小康
1245661,9495,GTRHYJ,150009,国投瑞和远见
1245662,9327,JXSLL,165309,建信300
1245663,9430,GTXP,160211,国泰小盘
1245664,9496,GFWLLETFLJA,162711,广发500ETF联接A
1245665,9257,HFTYLL,162307,海富通100
1245666,9612,NFSCETF,159903,南方深成ETF
1245667,9886,JSZZWL,160716,嘉实中证50
1245670,10029,PHWLL,160616,鹏华500
1245671,10723,XQHRA,150016,兴全合润A
1245672,10724,XQHRB,150017,兴全合润B
1245673,11010,YHWJ,150018,银华稳进
1245674,11011,YHRJ,150019,银华锐进
1245675,10866,GLASXA,150012,国联安双禧A
1245676,10867,GLASXB,150013,国联安双禧B
1245677,10903,GTXX,161210,国投新兴
1245678,11030,YHXY,161813,银华信用
1245679,10997,ZOSLLA,166007,中欧300A
1245680,11226,CSSLL,160807,长盛300
1245681,11258,GTJZ,160215,国泰价值
1245682,11184,XCSD,165508,信诚深度
1245683,11608,HFQZ,164105,华富强债
1245684,11586,JSHSHG,160717,嘉实恒生H股
1245687,11694,XCQZ,165509,信诚强债
1245688,11701,SWSCZA,150022,申万深成指A
1245689,11702,SWSCZB,150023,申万深成指B
1245690,11973,YFDSF,161115,易方达岁丰
1245691,11993,PHFR,160617,鹏华丰润
1245693,11978,YHTZ,161815,银华通胀
1245694,11854,GYSHLETF,159905,工银深红利ETF
1245695,11805,XQSLL,163407,兴全300
1245696,12052,XCSG,165510,信诚四国
1245697,12087,GTXF,161213,国投消费
1245698,11975,ZOQZA,166008,中欧强债A
1245699,12161,DCSCZETF,159906,大成深成长ETF
1245700,12724,XCWLLA,150028,信诚500A
1245701,12725,XCWLLB,150029,信诚500B
1245702,12521,GYSJ,164808,工银四季
1245703,13048,YHJLB,150031,银华90B
1245704,13049,YHJLA,150030,银华90A
1245705,12415,JYTL,164902,交银添利
1245706,12461,ZOXDLA,166009,中欧新动力A
1245707,13150,JSDLYX,150032,嘉实多利优先
1245708,13151,JSDLJQ,150033,嘉实多利进取
1245709,12442,ZSJZ,161714,招商金砖
1245710,12757,GTSZA,161216,国投双债A
1245711,13539,JXJQ,150037,建信进取
1245712,13540,JXWJ,150036,建信稳健
1245713,12669,WJHL,161907,万家红利
1245714,13348,BSZY,160512,博时卓越
1245715,13238,XQLS,163409,兴全绿色
1245719,13447,BSSZELLETF,159908,博时深证200ETF
1245720,13560,SWLH,163110,申万量化
1245721,13461,GFSLLETF,159907,广发300ETF
1245722,13893,GTZY,161217,国投资源
1245724,13575,SZTMTWLETF,159909,招商深证TMT50ETF
1245726,13563,JXXYA,165311,建信信用A
1245727,13931,ZODLA,150039,中欧鼎利A
1245728,13932,ZODLB,150040,中欧鼎利B
1245729,13970,XCJY,165512,信诚机遇
1245731,13994,JSSZYELETF,159910,嘉实深证120ETF
1245732,14193,PHSZMYETF,159911,鹏华深证民营ETF
1245733,14231,HASZSLL,160415,华安深证300
1245734,14671,FGWLL,161017,富国500
1245735,14701,YHXFB,150048,银华消费B
1245736,14702,YHXFA,150047,银华消费A
1245737,14479,JXSZLLETF,159916,建信深证60ETF
1245738,14630,JYSLLJZETF,159913,交银300价值ETF
1245739,14000,GFJL,162712,广发聚利
1245740,12890,YFDHJ,161116,易方达黄金
1245741,14531,HTFSLLETF,159912,汇添富300ETF
1245744,14471,YFDCYBETF,159915,易方达创业板ETF
1245745,14192,HTXY,164606,华泰信用
1245746,15901,YHZYA,150059,银华资源A
1245747,15902,YHZYB,150060,银华资源B
1245748,15835,TDWJ,150053,泰达稳健
1245749,15836,TDJQ,150054,泰达进取
1245751,15887,CSTRA,150064,长盛同瑞A
1245752,15888,CSTRB,150065,长盛同瑞B
1245753,15110,XCSP,165513,信诚商品
1245754,15119,GTCY,161219,国投产业
1245755,16095,GTHLA,150066,国泰互利A
1245756,16096,GTHLB,150067,国泰互利B
1245757,14003,JSHJ,160719,嘉实黄金
1245758,15990,XCSLLB,150052,信诚300B
1245759,15991,XCSLLA,150051,信诚300A
1245761,16019,CCJZWJ,150057,长城久兆稳健
1245762,16020,CCJZJJ,150058,长城久兆积极
1245763,14191,HTFGJ,164701,汇添富贵金
1245767,16043,GYWLLA,150055,工银500A
1245768,16044,GYWLLB,150056,工银500B
1245769,16190,RTTL,161614,融通添利
1245774,16417,NFXFSY,150049,南方消费收益
1245775,16418,NFXFJQ,150050,南方消费进取
1245776,16478,NAWJ,150073,诺安稳健
1245777,16479,NAJQ,150075,诺安进取
1245778,16247,DWYLL,165806,东吴100
1245781,16474,HASY,160416,华安石油
1245782,16403,JSZCSLLETF,159918,嘉实中创400ETF
1245783,16916,JSHSSLLETF,159919,嘉实沪深300ETF
1245788,16489,XQQZC,163412,兴全轻资产
1245790,14673,HBYQ,162411,华宝油气
1245791,16835,GFYLLA,150083,广发100A
1245792,16836,GFYLLB,150084,广发100B
1245793,16929,FGTF,161019,富国天锋
1245797,16994,ZYSLL,163821,中银300
1245798,16772,ZSWJ,150076,浙商稳健
1245799,16773,ZSJQ,150077,浙商进取
1245800,17010,NFJLA,160128,南方金利A
1245802,17846,YFDYX,161117,易方达永旭
1245803,18310,HASLLA,150104,华安300A
1245804,18311,HASLLB,150105,华安300B
1245808,19362,JSHSSLLETF,160706,嘉实沪深300ETF联接
1245810,18723,YHCZ,161820,银华纯债
1245811,17760,GYCZDQ,164810,工银纯债定期
1245812,19032,TXSLLA,150094,泰信400A
1245813,19034,TXSLLB,150095,泰信400B
1245814,18981,NDSLLA,150092,诺德300A
1245815,18982,NDSLLB,150093,诺德300B
1245818,19329,CSTHA,150108,长盛同辉A
1245819,19330,CSTHB,150109,长盛同辉B
1245820,18749,WJZCA,150090,万家中创A
1245821,18750,WJZCB,150091,万家中创B
1245822,19327,PHZYA,150100,鹏华资源A
1245823,19328,PHZYB,150101,鹏华资源B
1245824,18667,HXHSETF,159920,华夏恒生ETF
1245825,18368,HTFJH,164702,汇添富季红
1245826,19141,YFDZXB,150107,易方达中小B
1245827,19142,YFDZXA,150106,易方达中小A
1245828,16642,XCZQ,165516,信诚周期
1245829,19447,GYYLLA,150112,工银100A
1245830,19448,GYYLLB,150113,工银100B
1245831,18921,DCYX,160916,大成优选
1245832,19794,YFDZZA,161119,易方达综债A
1245834,19856,MSZLA,166902,民生增利A
1245835,20408,NAZXBETF,159921,诺安中小板ETF
1245836,20540,XQMS,163415,兴全模式
1245838,23409,GTYS,160212,国泰优势
1245840,21839,DCYLLETF,159923,大成100ETF
1245841,21731,GTFDCA,150117,国泰房地产A
1245842,21732,GTFDCB,150118,国泰房地产B
1245843,21592,JSZZWLLETF,159922,嘉实中证500ETF
1245845,21593,JSZQQZA,160720,嘉实中期企债A
1245846,22949,JXYS,165313,建信优势
1245848,22298,NFSLLETF,159925,南方300ETF
1245851,23023,JXWLA,150123,建信50A
1245852,23024,JXWLB,150124,建信50B
1245857,22826,JSSLLDQETF,159924,景顺300等权ETF
1245858,22306,YHYX,150121,银河优先
1245859,22307,YHJQ,150122,银河进取
1245860,22861,NFYLA,160130,南方永利A
1245862,22368,NACZA,163210,诺安纯债A
1245865,23055,WJQZ,161911,万家强债
1245866,23239,JSGZETF,159926,嘉实国债ETF
1245867,24264,PHSLLETF,159927,鹏华300ETF
1245868,24488,GJSLLA,150140,国金300A
1245869,24489,GJSLLB,150141,国金300B
1245870,29764,YHZZB,150144,银华转债B
1245871,29765,YHZZA,150143,银华转债A
1245872,24603,ZSSLLGBA,150145,招商300高贝A
1245873,24604,ZSSLLGBB,150146,招商300高贝B
1245874,24917,XCYYA,150148,信诚医药A
1245875,24918,XCYYB,150149,信诚医药B
1245876,29954,GTYYA,150130,国泰医药A
1245877,29955,GTYYB,150131,国泰医药B
1245878,24733,HTFJRETF,159931,汇添富金融ETF
1245879,24734,HTFNYETF,159930,汇添富能源ETF
1245880,24735,HTFYYETF,159929,汇添富医药ETF
1245881,24736,HTFXFETF,159928,汇添富消费ETF
1245882,29571,XCYSA,150150,信诚有色A
1245883,29572,XCYSB,150151,信诚有色B
1245884,29662,FGCYBA,150152,富国创业板A
1245885,29663,FGCYBB,150153,富国创业板B
1245886,29845,GTJDETF,159933,国投金地ETF
1245887,24972,BSAFYBZA,160515,博时安丰18债A
1245889,29737,DCWLLSETF,159932,大成500深ETF
1245890,29995,FGHLA,150020,富国汇利A
1245891,29996,FGHLB,150021,富国汇利B
1245892,24593,MSTLA,166904,民生添利A
1245894,24542,ZYSL,163824,中银盛利
1245896,11743,DCJF,160915,大成景丰
1245897,29716,ZHHFB,150154,中海惠丰B
1245898,30347,YHBLLA,150138,银华800A
1245899,30348,YHBLLB,150139,银华800B
1245900,30752,YFDHJETF,159934,易方达黄金ETF
1245901,30102,ZYHB,150156,中银互B
1245902,31583,GTMYA,160220,国泰民益A
1245903,30751,NFJLA,160131,南方聚利A
1245904,31369,JSZZWLLETF,159935,景顺中证500ETF
1245905,31977,YHSLLA,150167,银华300A
1245906,31978,YHSLLB,150168,银华300B
1245907,31263,XCJRA,150157,信诚金融A
1245908,31264,XCJRB,150158,信诚金融B
1245911,32803,SWZQA,150171,申万证券A
1245912,32804,SWZQB,150172,申万证券B
1245913,32148,HTFHSA,150169,汇添富恒生A
1245914,32149,HTFHSB,150170,汇添富恒生B
1245915,33309,FGJGA,150181,富国军工A
1245916,33310,FGJGB,150182,富国军工B
1245918,34003,DCZXP,160918,大成中小盘
1245919,33462,YHHGA,150175,银华H股A
1245920,33463,YHHGB,150176,银华H股B
1245921,33740,PHZBA,150177,鹏华证保A
1245922,33741,PHZBB,150178,鹏华证保B
1245923,33750,PHXXA,150179,鹏华信息A
1245924,33751,PHXXB,150180,鹏华信息B
1245925,17509,YHTLA,161505,银河通利A
1245926,33801,CSTY,160812,长盛同益
1245927,13667,FGTY,161015,富国天盈
1245928,33842,DWZZA,150164,东吴转债A
1245929,33843,DWZZB,150165,东吴转债B
1245930,34706,SWHBA,150184,申万环保A
1245931,34707,SWHBB,150185,申万环保B
1245932,13815,WJTL,161908,万家添利
1245933,34704,GFKXXFETF,159936,广发可选消费ETF
1245934,13873,BSWJA,160513,博时稳健A
1245935,20885,CSTF,160810,长盛同丰
1245936,36530,SWJGA,150186,申万军工A
1245937,36532,SWJGB,150187,申万军工B
1245938,38292,GFJYA,162715,广发聚源A
1245939,36864,NFTY,160133,南方天元
1245940,36839,ZSKZZA,150188,招商可转债A
1245941,36840,ZSKZZB,150189,招商可转债B
1245942,37631,BSHJETF,159937,博时黄金ETF
1245944,37963,FGHLA,150194,富国互联A
1245945,37964,FGHLB,150195,富国互联B
1245946,38210,PHDCA,150192,鹏华地产A
1245947,38211,PHDCB,150193,鹏华地产B
1245948,37835,XHHBA,150190,新华环保A
1245949,37836,XHHBB,150191,新华环保B
1245950,22862,YFDBZJA,159001,易方达保证金A
1245951,23663,ZSKXA,159003,招商快线A
1245952,38827,GTSPA,150198,国泰食品A
1245953,38828,GTSPB,150199,国泰食品B
1245954,39885,ZSZZZQA,150200,招商中证证券A
1245955,39886,ZSZZZQB,150201,招商中证证券B
1245956,41149,THFL,164208,天弘丰利
1245957,40140,PHGFA,150205,鹏华国防A
1245958,40141,PHGFB,150206,鹏华国防B
1245959,40391,ZSSLLDCA,150207,招商300地产A
1245960,40405,ZSSLLDCB,150208,招商300地产B
1245961,37898,ZYCYZ,163827,中银产业债
1245962,40591,XCTMTCYA,150173,信诚TMT产业A
1245963,40592,XCTMTCYB,150174,信诚TMT产业B
1245964,41151,PHCMA,150203,鹏华传媒A
1245965,41153,PHCMB,150204,鹏华传媒B
1245966,41801,PHFZ,160618,鹏华丰泽
1245967,40823,CSTS,160813,长盛同盛
1245968,41363,FGQGA,150209,富国企改A
1245969,41364,FGQGB,150210,富国企改B
1245970,42029,PYWJC,166401,浦银稳健C
1245971,40280,GFYYETF,159938,广发医药ETF
1245972,42439,DCCY,160919,大成产业
1245973,42017,HTFKQA,159005,汇添富快钱A
1245974,43971,ZOCZA,166006,中欧成长A
1245975,42170,GFXXETF,159939,广发信息ETF
1245976,14629,NAYQ,163208,诺安油气
1245977,38284,DFHRF,169101,东方红睿丰
1245978,45185,ZYXY,163819,中银信用
1245979,44626,ZSSZ,161716,招商双债
1245980,44939,JYZLC,162105,金鹰增利C
1245981,44178,NDSY,165705,诺德双翼
1245982,44442,GTCYA,150213,国投创业A
1245983,44443,GTCYB,150214,国投创业B
1245984,16817,GTSP,160216,国泰商品
1245985,44937,JYXNYA,150217,交银新能源A
1245986,44938,JYXNYB,150218,交银新能源B
1245987,44623,GFYLLA,150135,国富100A
1245988,44624,GFYLLB,150136,国富100B
1245989,45237,FGZQA,150223,富国证券A
1245990,45238,FGZQB,150224,富国证券B
1245991,44535,GTTMTWLA,150215,国泰TMT50A
1245992,44536,GTTMTWLB,150216,国泰TMT50B
1245993,45133,FGXNYA,150211,富国新能源A
1245994,45134,FGXNYB,150212,富国新能源B
1245995,32134,HTFHS,164705,汇添富恒生
1245996,33172,YHHG,161831,银华H股
1245997,45249,GTYSA,150196,国泰有色A
1245998,45250,GTYSB,150197,国泰有色B
1245999,44409,GFJRETF,159940,广发金融ETF
1246000,45374,QHZHJGA,150221,前海中航军工A
1246001,45375,QHZHJGB,150222,前海中航军工B
1246002,45972,ZOSSA,166011,中欧盛世A
1246003,46576,XCSY,165517,信诚双盈
1246004,46461,PHYHA,150227,鹏华银行A
1246005,46462,PHYHB,150228,鹏华银行B
1246006,42830,GTRL,161222,国投瑞利
1246007,45243,GTXSL,161224,国投新丝路
1246008,46097,QHJKA,150219,前海健康A
1246009,46098,QHJKB,150220,前海健康B
1246010,47064,PHZZJA,150229,鹏华中证酒A
1246011,47065,PHZZJB,150230,鹏华中证酒B
1246012,46702,NFXG,160125,南方香港
1246013,46766,FGYHA,150241,富国银行A
1246014,46767,FGYHB,150242,富国银行B
1246015,47476,PHZQA,150235,鹏华证券A
1246016,47477,PHZQB,150236,鹏华证券B
1246017,45626,GLASL,162510,国联安双力
1246018,47614,JYYSC,162108,金鹰元盛C
1246019,47892,ZRYDYLA,150265,中融一带一路A
1246020,47893,ZRYDYLB,150266,中融一带一路B
1246021,48082,AXYDYLA,150275,安信一带一路A
1246022,48084,AXYDYLB,150276,安信一带一路B
1246023,47894,PHYDYLA,150273,鹏华一带一路A
1246024,47895,PHYDYLB,150274,鹏华一带一路B
1246025,47139,SWDZA,150231,申万电子A
1246026,47140,SWDZB,150232,申万电子B
1246027,47736,ZSZZYHA,150249,招商中证银行A
1246028,47737,ZSZZYHB,150250,招商中证银行B
1246029,47738,ZSMTA,150251,招商煤炭A
1246030,47739,ZSMTB,150252,招商煤炭B
1246031,47296,BSZBA,150225,博时证保A
1246032,47297,BSZBB,150226,博时证保B
1246033,47734,GYCMA,150247,工银传媒A
1246034,47735,GYCMB,150248,工银传媒B
1246035,47836,XDXA,166105,信达鑫安
1246036,48156,ZSBJA,150269,招商白酒A
1246037,48157,ZSBJB,150270,招商白酒B
1246038,48444,PHXNYA,150279,鹏华新能源A
1246039,48445,PHXNYB,150280,鹏华新能源B
1246040,48446,PHGTA,150277,鹏华高铁A
1246041,48447,PHGTB,150278,鹏华高铁B
1246042,48448,ZSSWA,150271,招商生物A
1246043,48449,ZSSWB,150272,招商生物B
1246044,47950,HBYLA,150261,华宝医疗A
1246045,47951,HBYLB,150262,华宝医疗B
1246046,48428,SWCMA,150233,申万传媒A
1246047,48429,SWCMB,150234,申万传媒B
1246048,48260,YFDSWB,150258,易方达生物B
1246049,48261,YFDSWA,150257,易方达生物A
1246050,48266,YFDCZB,150260,易方达重组B
1246051,48267,YFDCZA,150259,易方达重组A
1246052,48268,YFDYHA,150255,易方达银行A
1246053,48270,YFDYHB,150256,易方达银行B
1246054,49266,ZRYHA,150291,中融银行A
1246055,49267,ZRYHB,150292,中融银行B
1246056,48883,NFQGA,150295,南方企改A
1246057,48884,NFQGB,150296,南方企改B
1246058,48671,HBYLLLA,150263,华宝1000A
1246059,48672,HBYLLLB,150264,华宝1000B
1246060,48688,BSYHA,150267,博时银行A
1246061,48689,BSYHB,150268,博时银行B
1246062,48957,HAZQA,150301,华安证券A
1246063,48958,HAZQB,150302,华安证券B
1246064,48959,HAYHA,150299,华安银行A
1246065,48960,HAYHB,150300,华安银行B
1246066,48881,NFGTA,150293,南方高铁A
1246067,48882,NFGTB,150294,南方高铁B
1246068,49182,FGGYSDLA,150315,富国工业4.0A
1246069,49183,FGGYSDLB,150316,富国工业4.0B
1246070,46762,HRYLLETF,159942,华润100ETF
1246071,49268,PHHLWA,150245,鹏华互联网A
1246072,49269,PHHLWB,150246,鹏华互联网B
1246073,49270,PHHBFJA,150237,鹏华环保分级A
1246074,49271,PHHBFJB,150238,鹏华环保分级B
1246075,48852,CSJRA,150281,长盛金融A
1246076,48853,CSJRB,150282,长盛金融B
1246077,48975,ZRGTA,150287,中融钢铁A
1246078,48976,ZRGTB,150288,中融钢铁B
1246079,49660,FGMTA,150321,富国煤炭A
1246080,49661,FGMTB,150322,富国煤炭B
1246081,49096,HBXJYA,162414,华宝新机遇A
1246082,48977,ZRMTA,150289,中融煤炭A
1246083,48978,ZRMTB,150290,中融煤炭B
1246084,49468,FGTYA,150307,富国体育A
1246085,49469,FGTYB,150308,富国体育B
1246086,49256,SWYYSWA,150283,申万医药生物A
1246087,49257,SWYYSWB,150284,申万医药生物B
1246088,49769,GFYCLETF,159944,广发原材料ETF
1246089,49770,GFNYETF,159945,广发能源ETF
1246090,48885,PHCYBA,150243,鹏华创业板A
1246091,48886,PHCYBB,150244,鹏华创业板B
1246092,50202,JYEJRA,150317,交银E金融A
1246093,50203,JYEJRB,150318,交银E金融B
1246094,47947,DCSZETF,159943,大成深证ETF
1246095,49577,GSYLA,150305,国寿养老A
1246096,49578,GSYLB,150306,国寿养老B
1246097,47539,JYZGHL,164906,交银中国互联
1246098,50959,RTJGA,150335,融通军工A
1246099,50960,RTJGB,150336,融通军工B
1246100,50194,GFQZXFETF,159946,广发全指消费ETF
1246101,48431,GFNZYLLETF,159941,广发纳指100ETF
1246102,50132,NFHLWA,150297,南方互联网A
1246103,50133,NFHLWB,150298,南方互联网B
1246104,49671,XCZNJJA,150311,信诚智能家居A
1246105,49672,XCZNJJB,150312,信诚智能家居B
1246106,49673,XCXXA,150309,信诚信息A
1246107,49674,XCXXB,150310,信诚信息B
1246108,50831,HAWLA,150303,华安50A
1246109,50832,HAWLB,150304,华安50B
1246110,46700,ZSFT,161722,招商丰泰
1246111,52905,CXYL,163001,长信医疗
1246112,50318,GYHBA,150323,工银环保A
1246113,50319,GYHBB,150324,工银环保B
1246114,53107,ZSXY,161713,招商信用
1246115,42295,DFHRY,169102,东方红睿阳
1246116,50328,GYXNYA,150327,工银新能源A
1246117,50329,GYXNYB,150328,工银新能源B
1246118,52133,RTZQA,150343,融通证券A
1246119,52134,RTZQB,150344,融通证券B
1246120,50334,GYGTA,150325,工银高铁A
1246121,50335,GYGTB,150326,工银高铁B
1246122,17612,CSBLL,160806,长盛800
1246123,52824,AXBL,167501,安信宝利
1246124,52130,JXWJRA,150331,建信网金融A
1246125,52131,JXWJRB,150332,建信网金融B
1246126,51090,FZBXA,150329,方正保险A
1246127,51091,FZBXB,150330,方正保险B
1246128,47136,GTRY,161225,国投瑞盈
1246129,52578,GTBY,161226,国投白银
1246130,54483,GTRFYLL,161227,国投瑞福100
1246131,50719,JTRZ,168101,九泰锐智
1246132,56731,PHWKREITS,184801,鹏华万科REITs
1246133,60357,PHFH,160621,鹏华丰和
1246134,63086,THTL,164206,天弘添利
1246135,61755,GTZG,161229,国投中国
1246136,46771,ZOXYC,166012,中欧信用C
1246137,66561,YHYXA,161823,银华永兴A
1246138,66774,GTFLA,161230,国投丰利A
1246139,65909,FGQC,161033,富国汽车
1246140,67850,ZOCZC,166016,中欧纯债C
1246141,65908,ZHHY,163907,中海惠裕
1246142,68262,CXLZC,163005,长信利众C
1246143,71016,GYZFZA,164812,工银政府债A
1246144,69679,HBMGXF,162415,华宝美国消费
1246145,66356,JTRF,168102,九泰锐富
1246146,76239,DWDL,165807,东吴鼎利
1246147,76094,PHFL,160622,鹏华丰利
1246148,78528,TDJL,162215,泰达聚利
1246149,75607,NFCYBETF,159948,南方创业板ETF
1246150,78296,ZSZR,161727,招商增荣
1246151,70691,BSRY,160518,博时睿远
1246152,85035,GTXNY,160225,国泰新能源
1246153,84273,CXLXC,163003,长信利鑫C
1246154,82281,HAWLETF,159949,华安50ETF
1246155,85936,PHYYWS,160635,鹏华医药卫生
1246156,86167,QHNYZT,164403,前海农业主题
1246157,66249,DFHRX,169103,东方红睿轩
1246158,75606,GTRS,161232,国投瑞盛
1246159,77943,BSRL,160519,博时睿利
1246160,76378,XCDL,165528,信诚鼎利
1246161,84515,YHXR,161834,银华鑫锐
1246162,94958,GYSZ,164814,工银双债
1246163,92981,PHZR,160642,鹏华增瑞
1246164,89398,THTL,164210,天弘同利
1246165,83820,PADT,167001,平安鼎泰
1246166,84516,BSHYA,160520,博时弘盈A
1246167,92833,SWXXJK,163119,申万新兴健康
1246168,95867,YFDXGXP,161124,易方达香港小盘
1246169,86377,BSRY,160522,博时睿益
1246170,85884,DCDZ,160921,大成定增
1246171,85502,JTRY,168103,九泰锐益
1246172,95577,FGYY,161035,富国医药
1246173,95203,GTCYB,160223,国泰创业板
1246174,99884,HTFCZ,164703,汇添富纯债
1246175,92456,JSHZ,160722,嘉实惠泽
1246176,86236,XCJJGC,165525,信诚基建工程
1246177,100346,DCHSZX,160922,大成恒生中小
1246178,100959,YFDBPWLL,161125,易方达标普500
1246179,100979,YFDBPYL,161126,易方达标普医疗
1246180,87323,JTRF,168104,九泰锐丰
1246181,90257,PADY,167002,平安鼎越
1246182,89530,HAZZ,160421,华安智增
1246183,102299,YFDBPXX,161128,易方达标普信息
1246184,102301,YFDBPSW,161127,易方达标普生物
1246185,100132,GFRJ,162717,广发睿吉
1246186,90956,JTTF,168105,九泰泰富
1246187,105180,RTTFA,161626,融通通福A
1246188,85776,RTZZNY,161630,融通中证农业
1246189,102799,YFDYYA,161129,易方达原油A
1246190,87077,DFHRH,169105,东方红睿华
1246191,83305,DFHRM,169104,东方红睿满
1246192,109251,XHHX,164302,新华惠鑫
1246193,100989,DHXL,168301,东海祥龙
1246194,106386,GTRT,161233,国投瑞泰
1246195,101766,HXPT,160323,华夏磐泰
1246196,97619,HJDY,169201,汇金鼎盈
1246197,109479,GFMGSYA,162719,广发美国石油A
1246198,111172,FGYL,161036,富国娱乐
1246199,105723,GFXR,162718,广发鑫瑞
1246200,117579,GFHLA,164509,国富恒利A
1246201,106942,RTRGZN,161631,融通人工智能
1246202,118545,JSYY,160723,嘉实原油
1246203,120298,YFDSCZETF,159950,易方达深成指ETF
1246204,119948,FGZZ,161037,富国制造
1246205,119140,NFZGQYA,160138,南方中国企业A
1246206,119695,GFCYBETF,159952,广发创业板ETF
1246207,113159,HADZSJ,160422,华安定增事件
1246208,125971,SWZXB,163111,申万中小板
1246209,113411,PADH,167003,平安鼎弘
1246210,119573,PYHGS,166402,浦银沪港深
1246211,99848,JTRHA,168106,九泰锐华A
1246212,119607,YHHF,161835,银华惠丰
1246213,124885,PHJG,160643,鹏华军工
1246214,102787,HTDZ,168401,红土定增
1246215,125265,JSZGCETF,159951,嘉实中关村ETF
1246216,106241,JTRC,168108,九泰锐诚
1246217,123952,YFDNZ,161130,易方达纳指
1246218,125090,GFGYETF,159953,广发工业ETF
1246219,133559,ZSDZSP,161715,招商大宗商品
1246221,95876,HXGGT,160322,华夏港股通
1246222,121861,HXPS,160324,华夏磐晟
1376263,21302,RLLS,131800,R-003
1376264,21303,RLLQ,131801,R-007
1376265,21304,RLYS,131802,R-014
1376266,21305,RLEB,131803,R-028
1376268,21307,RLJY,131805,R-091
1376269,21308,RYBE,131806,R-182
1376271,21310,RLLS,131809,R-004
1376272,21311,RLLY,131810,R-001
1376273,21312,RLLE,131811,R-002
2162689,1803,FZKJ,600601,方正科技
2162690,1804,YSZL,600602,云赛智联
2162691,1868,FLYX,600651,飞乐音响
2162692,1869,YJYX,600652,游久游戏
2162693,1870,SHKG,600653,申华控股
2162694,1871,STZA,600654,*ST 中安
2162696,1806,GHWL,600603,广汇物流
2162697,1807,SBGX,600604,市北高新
2162698,1809,HTNY,600605,汇通能源
2162699,1810,LDKG,600606,绿地控股
2162701,1812,STHK,600608,*ST 沪科
2162702,1813,JBQC,600609,金杯汽车
2162703,1814,ZYD,600610,中 毅 达
2162704,1816,DZJT,600611,大众交通
2162705,1818,LFX,600612,老 凤 祥
2162706,1820,SQZY,600613,神奇制药
2162707,1822,PQKJ,600614,鹏起科技
2162708,1872,YYSC,600655,豫园商城
2162709,1824,FHGF,600615,丰华股份
2162710,1825,JFJY,600616,金枫酒业
2162711,1826,GXNY,600617,国新能源
2162712,1828,LJHG,600618,氯碱化工
2162713,1830,HLGF,600619,海立股份
2162714,1832,TCGF,600620,天宸股份
2162715,1833,HXGF,600621,华鑫股份
2162716,1834,JBJT,600622,嘉宝集团
2162717,1835,HYJT,600623,华谊集团
2162718,1837,FDFH,600624,复旦复华
2162720,1840,SDGF,600626,申达股份
